,0
6686,"Ты организацият кӯщай нэ̄ Людмила Алфёрова ла̄выс:
– Ма̄н ань о̄с сосса ма̄хумн ты реестр-нэ̄пак урыл акваг потыртэ̄в."
6687,"Та̄н акваг китыглахтэ̄гыт, маныр ма̄гсыл та̄н тув хансавет."
6688,"Ма̄н акваг ла̄виянӯв, Россият о̄лнэ мощщаг хультум мирыт тох пуссын ёмащакв ловиньтавет."
6689,Ань Россият о̄лнэ ми­рыт паспорт-нэ̄пака­нылт национальность ат ханса­ве.
6690,Ты йист сосса ма̄хум са̄всыр нё̄тмил во̄­вим са̄в нэ̄пакыт ак­ван-атуӈкв ла̄вавет.
6691,"Мощщаг хультум ми­рыт пуссын тув хунь хан­савет, мирколт рӯпитан ма̄хум, са̄в мо̄т ма̄тт рӯ­питан кӯщаит ты нэ̄пак та̄нки тот сунсуӈкве па­тэ̄гыт."
6692,"Ань Россият 47 сосса мирыт о̄лэ̄гыт, пуссын аквъёт тыи 300 со̄тыра э̄лумхо̄лас."
6693,"Та̄н лӯима̄т ос Дальний Востокыт во̄раим, са̄лы ӯрим, хӯл алыщлым ос та̄нки пе̄с йис ва̄рмаляныл э̄лаль тотым о̄лэ̄гыт."
6694,"Сосса мир ань мощща хультыс, Россият та̄н ӯр­галым о̄ньщавет, са̄кко­нытыл пирмайтавет ос са̄всыр щирыл нё̄тавет."
6695,"Кӯщаитн ёмащакв ва̄ӈкве э̄ри, манаса̄вит сосса ми­рыт ань Россият о̄лэ̄гыт, таима̄гсыл тамле реестр-нэ̄пак ты ва̄рсыт."
6696,Людмила ТЕТКИНА
6697,Ха̄льӯс районт о̄лнэ нэ̄ хо̄тпат 2015 та̄л па̄сныл ка̄сыӈ та̄л ма̄ньполь э̄тпост акван-атхатыглэ̄гыт ос пуссын аквъёт ма̄щтырлэ̄гыт.
6698,Мо̄лты та̄л та̄н Ягрим па̄вылн ёхталасыт ос сакыӈ ня̄рат ю̄нтсыт.
6699,Ханищтап щё̄питан ма̄гсыл Ха̄льӯс район миркол пāлныл олн та̄с­тыглаве.
6700,"Ты рӯпата ань таима̄гсыл ва̄рыглаве, Ха̄льӯс районт о̄лнэ нэ̄ хо̄тпат ма̄ньщи, ханты маснут э̄рнэ щирыл, пе̄с хольт вос ю̄нтэ̄гыт ос ма̄ньлат хо̄тпат аквта щирыл ю̄нсхатуӈкве вос ханищтыяныл."
6701,Ты ва̄рмаль палт пуӈк­тотым Любовь Каш­ла­това о̄лы.
6702,"Ханты нэ̄ са̄в та̄л «Югра лылые̄п» орга­низацият рӯпитас, ань ос сосса ма̄хум о̄лупсаныл но̄х-во̄рмалтым са̄в э̄рнэ рӯпата ва̄ри."
6703,"Любовь Васильевна ла̄выс: «Ма̄н ка̄сыӈ та̄л матыр ва̄руӈкве акван-атхатыглэ̄в, ты э̄лы-пāлт супыт, нуй сахит ю̄нтсӯв, акв порат турло̄псыт сак­ныл хартсӯв, мо̄лты та̄л совныл ла̄гыл маснут «ниры» ю̄нтсӯв."
6704,"Щар о̄выл ханищтапув Тэ̄к па̄вылт о̄лыс, тот са̄сныл хусапыт ю̄нтуӈкве ханищтахтасӯв."
6705,Ма̄н ка̄сыӈ та̄л ма̄нь­поль э̄тпост акван-атха­тыгласӯв.
6706,Ань корона­вирус а̄гм ма̄гсыл са̄в мирн акван-атхатуӈкве ат ро̄ви.
6707,Ты та̄л ма̄хманув таквсы оигпан э̄лы-па̄лт Ха̄льӯсн мащ­тырлаӈкве тах во̄выг­лыянӯв.
6708,То̄нт ма̄н вāтаӈ­то̄р ю̄нтуӈкве патэ̄в».
6709,Ты ханищтап 2025 та̄л мус рӯпитаӈкве паты.
6710,"Семинараныл пуссын хунь а̄стэ̄гыт, акв яныг сус­сылтап щё̄питаве, ты та̄лыт сыс ва̄рум, ю̄нтум порма­саныл тот тах сус­сыл­тыяныл."
6711,Нэ̄ хо̄тпа маснэ пормасыт тот янытэ̄т ка̄салаӈкве ро̄ви.
6712,Людмила ТЕТКИНА
6713,"Ань ты йист округт о̄лнэ ма̄хманув са̄всыр проектыт щё̄питэ̄гыт, са̄всыр ма̄н касуӈкве ке̄тыяныл ос тувыл но̄х-патэ̄гыт."
6714,Югорск ӯст о̄лнэ нэ̄пак ловиньтан ос пе̄с накыт э̄лаль тотнэ «Элегия» нампа колнак рӯпиты.
6715,Тот са̄всыр проектыт Наталья Викторовна Анкина щё̄питы.
6716,2019 та̄лт та̄н Прези­дентский фонд па̄лныл «ЭтноМирЮгры» про­ектаныл ма̄гыс олныл та̄стыглаве̄сыт.
6717,Ос 2020 та̄лт та̄н «Мульти-Югра» ма̄нь кинат по̄слын касы­ланыл ёт но̄х-патсыт.
6718,"Манхурип ханищтапыт, суссылтапыт щё̄пита̄л­ве̄сыт ос хоталь ма̄хум касуӈкве во̄вавет, пуссын ты о̄вылтыт Наталья Анкина потыртас."
6719,Югорск ӯст о̄лнэ нэ̄пак ловиньтан ос пе̄с накыт э̄лаль тотнэ «Элегия» нампа колнакн са̄в ма̄хум ёхталэ̄гыт.
6720,"Та мӯй хо̄тпат пуссын са̄всыр мирныл о̄лэ̄гыт ос та̄нки халанылт ва̄йхатэ̄гыт, ос мираныл о̄вылтыт матыр ханищтапыт щё̄пи­тэ̄гыт ос мо̄т ма̄хумн суссыл­ты­яныл."
6721,"Мо̄лты та̄л сыс та̄н са̄в щёс акван-атхатыгласыт ос белорусыт, киркизыт, марийцыт, удмуртыт, таджикыт, украинцыт ёт ва̄йхатасыт."
6722,"Ты мирыт та̄нки са̄всыр пе̄с наканыл, маснутаныл суссылтасыт, потраныл ос мо̄йтаныл хӯнтлуве̄сыт, та̄н та̄нки ща̄нь ла̄тӈыл э̄ргысыт ос мӯй ма̄хум йӣквуӈкве ханищтасаныл."
6723,Тамле пӯмыщ ва̄рмалитн нёл­са̄ткем э̄лумхо̄лас мӯй­луӈкве ёхталасыт.
6724,Мӯй ма̄хум ма̄гыс хури по̄слын касылыт щё̄пита̄лве̄сыт.
6725,Тот хотты мирныл о̄лнэ хо̄тпат ще̄мьяӈ та̄гыл манос юр­таныл ёт аквъёт пуӈкын пиннэ ке̄нтыл по̄слахта­сыт.
6726,Ань тув нэ̄ ос хум хо̄тпат пуӈкын пиннэ 20 сыресыр ке̄н­тыт ос то̄рыт атве̄сыт.
6727,Тамле порма­сыт РФ Пре­зиденский грант маим олнытыл ёвтве̄сыт.
6728,"Ань ты колнакт пус­сын ва̄рнэ тэ̄ланыл ва̄ӈкве, ля̄ххаланыл ловиньтаӈ­кве манос по̄слум ма̄нь кинаныл сунсуӈкве тах­ма­егы̄н ке, на̄н та̄н ло̄п­са­нылт кисхатуӈкве ве̄р­мегы̄н:
http://bibl-ugorsk.ru/elegy
Ма̄ньщи ма̄хум пе̄с наканыл пӯмщалан ма̄гыс ос сыресыр проектыт э̄лаль тотнэ порат Югорск ӯст о̄лнэ нэ̄т во̄виньта̄ла­вет."
6729,"Людмила Волкова тав мо̄т мирыт э̄лы-па̄лт пе̄с наканув о̄вылтыт потыртас, суссылтап щё̄­пита̄лыс, тувыл такви са̄ӈквылтаӈкве ханищ­тахтас, ань ос ты тэ̄латыл ма̄хум пӯмщалы."
6730,"Дарья Белова ос сыре­сыр пормасыт ма̄щ­тыр­лан ханищтапыт щё̄пи­та̄лы, ня̄врамыт ёт а̄канит ю̄нтэ̄гыт ос та сыс потрыт, мо̄йтыт ловиньтэ̄гыт."
6731,2020 та̄лт та̄н матум­па̄ла хо̄тпат ёт акван-ат­ха­туӈкве сака ат ве̄рмысыт.
6732,То̄нт та̄н ищхӣпыӈ ут хо­сыт ма̄нь кинат по̄слуӈкве патсыт.
6733,«Читаем семейные сказки» нампа проект щё̄питасыт.
6734,Та щирыл ма̄ньщи э̄ква Нина Гаври­ловна Рукова такви хан­сум мо̄йтэ «Женщина-огонь» мультфильм хольт по̄слувес ос ма̄хумн тот суссылтавес.
6735,Тот ань ка̄сыӈ хо̄тпа такви ма̄гсылэ матыр пӯмщалан ва̄рмаль хо̄н­туӈкве ве̄рми.
6736,"Тувыл ӯст мӯйлын хо̄тпат та нэ̄­пак ловиньтан колн вос щалтсэ̄гыт, хотты ёмас хо̄тпат ёт ва̄йхатэ̄гыт."
6737,Тамара МЕРОВА
6738,«Хо̄тал» нампа театр о̄с акв йильпи спектакль щё̄питасыт.
6739,Ма̄ньполь э̄тпост нэ̄ хо̄тпат ялпыӈ хо̄таланыл кастыл Ханты-Мансийск ӯст о̄лнэ ма̄хум ма̄гыс «Ма̄к нё̄тнэ а̄ги» нампа пьеса суссылтасыт.
6740,Ты спектакль Мартин Макдонах хансум потре щирыл ва̄рвес.
6741,Мо̄лты та̄лытт ты театрыт рӯпи­тан артистат «Калека с острова Инишмаан» тав потре щирыл о̄с спек­такль ва̄рыгласыт.
6742,"Мартин Мак­донах Лондон ӯс Англия ма̄т о̄лы, са̄в ми­рытн кина по̄слын хумыг ва̄ве."
6743,Ма̄н палтув «Ма̄к нё̄тнэ а̄ги» пьеса Михаил Али-Хусейн режиссёр-хумн щё̄питавес.
6744,Тав акв о̄лыглатта̄л пӯмыщ нак о̄ньщи – спектакль янытэ̄т ма̄ньщи ла̄тӈыл потыртэ̄гыт.
6745,Тот «нё̄тнэ а̄ги» Вера Кондратьева ёнгитэ.
6746,"Вера Сургутский район Лянтор ӯсныл о̄лы, та е̄рт о̄лнэ ханты ма̄хум ла̄тӈыл потырты."
6747,"Тот кит нэ̄г о̄лупсатэ̄н суссылтаве, хумус ма­тум ща̄нь яныг а̄гитэ̄н­тыл о̄лэ̄г, то̄ванакт сака халмалтахтэ̄г ос таима̄­гыс акваг савалэ̄г."
6748,"Ты спектакль хумус ва̄руӈ­кве патвес ос Вера ты о̄выл­тыт тох ла̄выс:
–
Ты рӯпатав ма̄н мо̄лты та̄л ма̄нь таквс э̄тпост о̄вылтаслӯв."
6749,"О̄влэ̄т хӯрум са̄т сыс ма̄н теат­рыт акван-хо̄нтхатыг­ла̄л­сӯв, тот аквъёт рӯпитым тэ̄лат ва̄рсӯв."
6750,"Ос корона­вирус а̄гм паттат лап-пант­весӯв, режис­сёрув ювле Москван минас, ма̄н ос пуссын юв ке̄твесӯв."
6751,Ань та па̄сыл ам ма̄ньщи ла̄тӈыл хансым потрыт амки ханищтаӈ­кве та патсанум.
