|target|source
433|Ӣсус э̄лы-пāлт ос юи-пāлт йинэ мāхум рōӈхувлāлсыт:—Осанна!Тōрум Кӯсяй наме ёт ёхтынэ хōтпа янытлым ōлы.|И предшествовавшие и сопровождавшие восклицали: осанна! благословен Грядущий во имя Господне!
434|Давид-хōн асюв хōн-мāтэ янытлым вос ōлы!Осанна нумит!	|благословенно грядущее во имя Господа царство отца нашего Давида! осанна в вышних!
435|Ӣсус Иерусалим ӯсн ёхтыс ос ялпыӈ колн минас. Тав тот пуссын янытэ̄т сунсыгластэ. Э̄тыпāлаг ēмтыс. Китхуйплув ханисьтахтын юртанэ ёт Вифания пāвылн минас.|И вошел Иисус в Иерусалим и в храм; и, осмотрев всё, как время уже было позднее, вышел в Вифанию с двенадцатью.
436|Ётыт хōтал, Вифания пāвылныл миныманылт Ӣсус тэ̄тал ōлыс.|На другой день, когда они вышли из Вифании, Он взалкал;
437|Тав иӈ э̄лыл смоковница-йӣв кāсалас. Та йӣв лӯптаӈ ōлыс. Тав та йӣв ляпан минас, сунсыглахтас, тэ̄нэ пил ōньси ман āти. Ань йӣв тӯп лӯптат ōньсис. Инжирыт яныгман пораныл иӈ ат ēмтыс.|и, увидев издалека смоковницу, покрытую листьями, пошел, не найдет ли чего на ней; но, придя к ней, ничего не нашел, кроме листьев, ибо еще не время было [собирания] смокв.
438|Тōнт Ӣсус йӣв нупыл лāвыс:— Вос наӈынныл нэ̄мхотъют нэ̄мхуньт пил ат тэ̄г!Ханисьтахтын хумиянэ ты лāтӈыт хӯлсаныл.|И сказал ей Иисус: отныне да не вкушает никто от тебя плода вовек! И слышали то ученики Его.
439|Ӣсус Иерусалим ӯсн ханисьтахтын юртанэ ёт ёхтыс ос ялпыӈ колн ся̄лтыс. Тав тыналахтын ос ёвтхатнэ мир ялпыӈ колныл кон-ня̄влысанэ. Олын пēнтутыт пасананыл ос голубь уй тыналан мāхум уласаныл мори пāхвтысанэ.|Пришли в Иерусалим. Иисус, войдя в храм, начал выгонять продающих и покупающих в храме; и столы меновщиков и скамьи продающих голубей опрокинул;
440|Ялпыӈ кол āви ултта пормас тотыглаӈкве ат тартахтас.|и не позволял, чтобы кто пронес через храм какую-либо вещь.
441|Тав тāнаныл ханисьтасанэ:— Хансым ман ат ōлы: “Ам колум мир пуссын мāгыс пойксян колы̄г лāвуӈкве патаве”. Нāн ты кол хорахсит вōӈхāг вāрыслы̄н.|И учил их, говоря: не написано ли: дом Мой домом молитвы наречется для всех народов? а вы сделали его вертепом разбойников.
442|Пӯп-ōйкат ос сāккон тотнэ хумыт ты урыл хӯлманылт номсахтуӈкве патсыт, Ӣсус хумус алуӈкве. Тав ханисьтан вāрмале ань мирн сака э̄руптавес, таимāгыс пӯп-ōйкат ос сāккон тотнэ хумыт Тавēныл пилсыт.|Услышали [это] книжники и первосвященники, и искали, как бы погубить Его, ибо боялись Его, потому что весь народ удивлялся учению Его.
443|Э̄типāлаг Ӣсус ханисьтахтын хумиянэ ёт ӯсныл пōхан минас.|Когда же стало поздно, Он вышел вон из города.
444|Āлпыл, ё̄миманыл, тāн кāсаласаныл, смоковница-йӣв тāранэ мус тӯв-тōсум.|Поутру, проходя мимо, увидели, что смоковница засохла до корня.
445|Тōнт Пēтр Ӣсус лāтӈанэ номылматастэ ос лāвыс:— Рāвви! Сунсэн! Наӈ лāвум лāтӈын сирыл смоковница-йӣв тӯв-тōсум!|И, вспомнив, Петр говорит Ему: Равви! посмотри, смоковница, которую Ты проклял, засохла.
446|Ӣсус лāвыс:— Тōрумн агтэ̄н!|Иисус, отвечая, говорит им:
447|Ам нāнан сōль лāвēгум: нāн ты ур нупыл лāвуӈкве вēрмегы̄н: “Нōх-лю̄лэн ос ся̄рысьн лайхатэн!” Сыме ёлы-пāлт агты-ке — тав лāтӈэ сирыл ēмты. Тōнт мāныр лāви — тох ōс ēмты.|имейте веру Божию, ибо истинно говорю вам, если кто скажет горе сей: поднимись и ввергнись в море, и не усомнится в сердце своем, но поверит, что сбудется по словам его, --будет ему, что ни скажет.
